BEV_Load,PHEV_Load,LDV_Load,Two_Wheeler_Load,Total_Load
0.0,0.0,66.14171498962723,0.0,66.14171498962723
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,64.91558928870496,0.0,0.0,64.91558928870496
66.2680967929294,0.0,65.99718809713862,0.0,132.26528489006802
66.02240959433063,65.79506697512214,65.18397579253579,0.0,197.00145236198856
66.80443820256887,65.9855317224461,65.03346031643703,65.67295937528388,263.4963896167359
67.1808877046567,131.75126694357044,64.99916162842882,0.0,263.93131627665593
66.93249079941869,66.15255636935831,64.95612598079893,0.0,198.04117314957594
66.01556070394496,133.4759423308724,65.48582350366587,0.0,264.9773265384832
132.50657484334295,66.15255068290836,65.0680970269581,0.0,263.7272225532094
0.0,0.0,0.0,0.0,0.0
66.09261317624464,66.6914681684287,0.0,0.0,132.78408134467333
0.0,66.09905328979413,0.0,0.0,66.09905328979413
0.0,66.69417125444943,65.22141475510865,66.02502853931713,197.9406145488752
0.0,132.59730412338712,65.20380434063489,0.0,197.801108464022
65.54326335193947,66.27743874929587,65.79612025582716,64.93643404612939,262.5532564031919
199.18504653532534,132.25429876416632,66.04858964930389,0.0,397.48793494879556
131.41527569003168,130.36245817776557,0.0,133.10276424554533,394.8804981133426
198.86074810011843,331.63544461264115,0.0,0.0,530.4961927127596
264.2006138598639,65.88081540194247,0.0,0.0,330.08142926180636
263.336446152402,0.0,65.42043858100541,65.91814816228586,394.67503289569333
197.40703187060686,198.13187298315043,65.80699224287773,0.0,461.345897096635
264.0410746306143,197.59845928750966,65.76770916951031,0.0,527.4072430876342
131.57821168990972,65.80154466022694,131.8719313217951,66.56328755455043,395.8149752264822
196.9189249325795,132.2315570954137,66.46068353691038,0.0,395.6111655649036
199.093345793088,263.3569413450389,197.92344312253545,0.0,660.3737302606623
198.26455560432353,0.0,64.956018458726,0.0,263.2205740630495
197.76043132553863,0.0,130.95045789788506,67.1498398612908,395.8607290847145
329.3737122826042,65.8649588134391,131.76868474148782,0.0,527.0073558375311
265.12443517502123,263.8999885884415,65.36206842461475,66.4546466010486,660.841138789126
198.05309916468053,66.60424170078166,132.53881680776058,66.51190423599925,463.708061909222
330.7360536461273,197.77376187885685,131.65118384192752,0.0,660.1609993669116
264.6947088526413,264.19645811656784,262.69638712601346,0.0,791.5875540952227
130.33078466933335,133.12364315313724,197.15866758774567,0.0,460.61309541021626
197.48202187393548,66.99580829778566,198.01669667863004,65.61353874101817,528.1080655913694
263.2552738231848,197.4829697816809,395.98339724232716,0.0,856.7216408471929
263.49765179539895,0.0,328.58466438601255,0.0,592.0823161814114
132.7067120092955,65.97732116960391,264.7284961446718,0.0,463.4125293235712
132.5554046925417,132.3004374786653,265.1432925349976,132.89669207089662,662.8958267771012
198.30483191038172,331.82596212231425,266.28924219755277,0.0,796.4200362302488
132.24094401349714,65.27229616439855,131.73572281772198,0.0,329.24896299561766
66.13372388309936,197.92712008018287,131.28709346743244,0.0,395.3479374307147
0.0,66.000879932972,197.48964582225136,0.0,263.49052575522336
67.0272059185997,131.50962277236832,131.30228171220094,0.0,329.839110403169
132.50821977205254,196.9109627202473,131.45137124227023,0.0,460.8705537345701
132.06510536139402,0.0,65.05844961645596,65.73488787051622,262.85844284836617
197.7510605922262,66.23391051889364,65.41232769575127,65.61882920473154,395.01612801160263
395.681757109995,65.82473650480738,0.0,0.0,461.50649361480237
264.9161228630336,132.38787676195022,66.27733971731227,66.93690457423216,530.5182439165283
198.3628968201959,0.0,0.0,0.0,198.3628968201959
130.45755347915633,0.0,66.3696075220726,0.0,196.82716100122894
130.95190508547108,109.69525954917668,65.89311102760172,0.0,306.5402756622495
131.37020551535494,220.3771665273639,66.46188790367317,0.0,418.209259946392
0.0,220.13269933206266,66.1422756530862,0.0,286.27497498514884
66.05731193511902,264.767755780122,65.6400100781987,0.0,396.4650777934397
133.25087408309645,264.6315935800529,66.77321523451369,66.79444544659025,531.4501283442532
110.6817982994931,332.0011852719181,66.81562638703222,0.0,509.4986099584434
109.78886433665801,376.3632538119651,66.04304209626918,133.5732390339269,685.7683992788193
110.353109934655,375.3647186446385,65.64991696441935,132.54178926978383,683.9095348134967
155.74856205269043,528.592546989604,66.91235251563263,176.4528304269468,927.7062919848738
155.41879698727894,552.2381011329722,66.35427251062414,220.99417090037156,995.0053415312468
199.01721397936495,575.9141877723662,66.32569023662428,176.70020720511036,1017.9572991934657
199.04140751271024,620.1612808650272,66.89468782004063,177.26149523954973,1063.3588714373277
244.13473905188437,573.3058260798044,0.0,176.56470185708832,994.0052669887771
332.23545352612615,642.1682788032844,89.24195193185128,131.42267140291034,1195.068355664172
375.13009168009995,818.9894636187585,88.95732044040301,177.47801679057338,1460.5548925298347
377.5512280916364,777.6240378089802,221.37485119860858,220.70616651083105,1597.2562836100562
308.90733028550164,909.4619544232886,264.73756693484984,221.229229465853,1704.336081109493
378.1629150856519,956.8298358417596,199.55816612173177,177.04543599678564,1711.5963530459292
465.24741936529057,866.4441648526239,244.93090915382925,131.96539589600667,1708.5878892677501
