BEV_Load,PHEV_Load,LDV_Load,Two_Wheeler_Load,Total_Load
0.0,65.18876714398063,0.0,0.0,65.18876714398063
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,66.64163638884631,0.0,65.5863218592118,132.2279582480581
0.0,66.00914117305919,0.0,0.0,66.00914117305919
0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0
0.0,0.0,66.0726114009364,0.0,66.0726114009364
0.0,0.0,65.29172625734114,0.0,65.29172625734114
0.0,131.5647833203456,66.19719254624981,0.0,197.76197586659544
0.0,0.0,66.17267519003283,0.0,66.17267519003283
0.0,196.25907117530875,66.29264899805169,65.86667689523706,328.41839706859747
0.0,65.95979904138454,65.65054012087376,66.38592254561564,197.99626170787394
0.0,65.78823918777799,65.72355449193059,0.0,131.51179367970857
0.0,131.21098087898417,65.08696099498746,65.54351405910309,261.8414559330747
0.0,66.15737013202379,0.0,0.0,66.15737013202379
0.0,0.0,0.0,65.63768246093578,65.63768246093578
65.9222715568937,66.23839197702212,0.0,66.11965642134855,198.28031995526436
66.45186384638737,0.0,0.0,0.0,66.45186384638737
66.21944423816898,65.82230064392,0.0,196.92794976610566,328.9696946481946
65.67125649293713,0.0,0.0,0.0,65.67125649293713
66.56903521379367,199.1494310279382,66.54197406055617,66.18464280345557,398.4450831057436
131.68263030794,66.9974591363166,0.0,0.0,198.68008944425662
131.7080923054724,131.79822893921735,0.0,0.0,263.50632124468973
131.77261477424676,132.35008231793717,199.53433590909245,0.0,463.6570330012763
131.22387888228974,0.0,132.0479028281849,0.0,263.27178171047467
131.73193290368727,0.0,132.3462985381233,0.0,264.07823144181054
65.87590238426819,65.35326147326201,132.80329340882693,65.2230446534454,329.25550191980255
131.89414207699988,66.74808230242893,132.28343837564725,0.0,330.925662755076
132.21768144789118,0.0,198.3523976708199,0.0,330.5700791187111
329.90986542184754,132.84780612994527,133.20104962276704,65.58088596962911,661.539607144189
329.934306157082,198.99713185231687,197.84247591719634,65.89238331112888,792.6662972377242
263.97595653980017,131.3856978962603,198.0894759511126,65.7242897309287,659.1754201181018
264.16584238581476,65.40154446562312,131.50756057155365,0.0,461.0749474229915
198.0629308624869,0.0,0.0,66.97179589265622,265.0347267551431
198.1452739468493,65.67035087906802,132.5507529623127,0.0,396.36637778823
65.81288363478114,131.9533011494797,133.71757755554276,0.0,331.4837623398036
65.53635796012827,0.0,131.8484159352,0.0,197.38477389532827
66.58583396349475,65.67531700357785,197.56561518348784,66.11321575569623,395.9399819062566
66.50371982823067,65.6831579183716,65.93005789805031,0.0,198.11693564465259
131.50861196856994,0.0,66.48265832852206,0.0,197.991270297092
130.89241895164562,66.00056956881183,66.80835057316784,0.0,263.7013390936253
198.22719790853094,0.0,0.0,65.72290840347694,263.95010631200785
132.05956627847502,0.0,0.0,0.0,132.05956627847502
132.89109274124644,0.0,0.0,0.0,132.89109274124644
0.0,332.41113396817076,0.0,0.0,332.41113396817076
0.0,198.97541956161635,0.0,0.0,198.97541956161635
0.0,131.80510890100177,0.0,0.0,131.80510890100177
66.41313625222612,198.01497557085742,0.0,0.0,264.42811182308355
132.26708721628927,132.22195367077197,0.0,0.0,264.48904088706126
132.270372249718,198.39087171371582,0.0,0.0,330.66124396343383
199.12652291731482,198.2983203910728,0.0,0.0,397.4248433083876
131.3814836633101,131.50799073977413,0.0,0.0,262.88947440308425
65.11101164774813,131.60266699834554,0.0,0.0,196.71367864609368
0.0,131.30758566467065,0.0,0.0,131.30758566467065
0.0,177.03866098124143,0.0,0.0,177.03866098124143
0.0,177.69688114953584,0.0,0.0,177.69688114953584
0.0,242.90048713453453,0.0,0.0,242.90048713453453
0.0,176.5868818462019,0.0,0.0,176.5868818462019
0.0,263.88929592252947,0.0,0.0,263.88929592252947
0.0,199.7698259382711,0.0,44.57825754142259,244.34808347969368
65.79699340667064,242.56068957105572,0.0,44.91283974240468,353.27052272013105
