Home_Load,Work_Load,Total_Load
0.0,65.56412366519068,65.56412366519068
0.0,65.94848919263399,65.94848919263399
0.0,65.4812117551863,65.4812117551863
0.0,131.71726787207126,131.71726787207126
0.0,65.11460036899199,65.11460036899199
0.0,65.8790629603836,65.8790629603836
0.0,0.0,0.0
0.0,0.0,0.0
0.0,65.39412680318566,65.39412680318566
0.0,130.59540311539075,130.59540311539075
0.0,263.19813264166334,263.19813264166334
0.0,66.21860741841924,66.21860741841924
0.0,397.49946379161145,397.49946379161145
0.0,199.23543011404004,199.23543011404004
0.0,461.78059217579545,461.78059217579545
0.0,464.0228859585776,464.0228859585776
0.0,396.67108628026534,396.67108628026534
0.0,658.9142479482925,658.9142479482925
0.0,724.961641122103,724.961641122103
0.0,794.6135736242177,794.6135736242177
0.0,531.0256883631712,531.0256883631712
0.0,727.7810396904008,727.7810396904008
0.0,723.8712202128759,723.8712202128759
0.0,858.6943684292751,858.6943684292751
0.0,1186.31571549468,1186.31571549468
0.0,925.0158171242249,925.0158171242249
0.0,1186.4448412274346,1186.4448412274346
0.0,1189.208370343509,1189.208370343509
0.0,1387.6838549919082,1387.6838549919082
0.0,1384.028830550117,1384.028830550117
0.0,1847.271201740166,1847.271201740166
0.0,2178.2818345916976,2178.2818345916976
0.0,1454.1473636218254,1454.1473636218254
0.0,1921.4275262678213,1921.4275262678213
0.0,2376.4905802847793,2376.4905802847793
0.0,1716.878800379636,1716.878800379636
0.0,1915.2323390048614,1915.2323390048614
0.0,1519.602760866187,1519.602760866187
0.0,1121.1294299665071,1121.1294299665071
0.0,924.0103066172805,924.0103066172805
0.0,1321.5515883933313,1321.5515883933313
0.0,1190.0895806013398,1190.0895806013398
0.0,1453.0429805248873,1453.0429805248873
0.0,1782.2239541735023,1782.2239541735023
0.0,1057.256951157586,1057.256951157586
0.0,1653.790431067508,1653.790431067508
0.0,1652.8165441634885,1652.8165441634885
0.0,1190.3663528804143,1190.3663528804143
0.0,1323.607640110826,1323.607640110826
0.0,1055.779087056224,1055.779087056224
0.0,859.4530307870324,859.4530307870324
0.0,1255.7550864333018,1255.7550864333018
0.0,1054.2361930533739,1054.2361930533739
0.0,794.2005768108944,794.2005768108944
0.0,724.8183381851744,724.8183381851744
0.0,1253.7011960843463,1253.7011960843463
0.0,1520.9635575985083,1520.9635575985083
0.0,1583.4406098435993,1583.4406098435993
0.0,2184.4828778314413,2184.4828778314413
44.90574909776302,1581.4069163012423,1626.3126653990053
177.5950956660591,2105.80366521647,2283.398760882529
179.26527650618291,2106.948696466138,2286.213972972321
223.42858614250238,2442.0611769859934,2665.4897631284957
221.63131925273493,2310.444405803134,2532.075725055869
222.6328622064948,2436.182274967679,2658.8151371741737
311.7743284036434,2240.1267014998352,2551.9010299034785
400.60065192211863,1974.1335451445675,2374.734197066686
533.2263430702998,1974.875997392234,2508.102340462534
800.4283335012561,1580.6538682345915,2381.082201735848
1419.6906384088632,1318.9646762903305,2738.6553146991937
1645.8314065709449,1388.217196097215,3034.04860266816
1954.321101041142,1123.3958500819986,3077.7169511231405
2399.796516408385,923.8686074604632,3323.6651238688482
2709.024714254192,790.3588175064393,3499.3835317606313
2978.0867885687812,729.5927932438193,3707.6795818126006
3465.022030978922,658.7890657904256,4123.811096769347
3601.7479504323096,528.4453104152284,4130.193260847538
3732.423995448133,460.40833830618334,4192.832333754316
4448.132872458344,396.3401346954019,4844.473007153745
5111.521627302283,397.0456464541372,5508.567273756421
5865.547978375801,265.44608967950137,6130.994068055303
6663.426637244133,263.27130725019,6926.697944494324
6574.220621009536,264.1695377488082,6838.390158758345
7023.119989174373,262.910121736858,7286.030110911231
7457.687985991888,264.77955716654117,7722.467543158429
8167.507270058267,195.98674035548174,8363.49401041375
8653.812247327129,196.37557126381103,8850.187818590939
9102.173149250635,197.1207888872321,9299.293938137867
9894.577721212338,198.33234459126976,10092.910065803608
10917.78363263329,197.11581610697243,11114.899448740263
11054.37941764417,66.15404583254971,11120.533463476719
11550.774279774634,65.76020320951663,11616.53448298415
12121.878908509885,0.0,12121.878908509885
12658.097500497532,0.0,12658.097500497532
12039.937263406502,0.0,12039.937263406502
11726.930282473328,0.0,11726.930282473328
12350.16220280241,0.0,12350.16220280241
12653.094718666229,0.0,12653.094718666229
12873.821184565239,0.0,12873.821184565239
13287.368801384891,0.0,13287.368801384891
