Home_Load,Work_Load,Total_Load
0.0,49.13171690274699,66.1184763900034
0.0,49.03089827987882,65.98280081919083
0.0,49.38429841255832,66.45838522376285
0.0,49.52992956614871,66.65436677289891
0.0,48.77951548220622,65.64450513932137
0.0,49.34627297836548,66.40721290715368
0.0,49.274697579569455,66.31089108870863
0.0,0.0,0.0
0.0,0.0,0.0
0.0,48.150125807994876,64.79751079558964
0.0,146.17636864615216,196.7152663978382
0.0,147.27274597776392,198.1907043284564
0.0,49.0269132575537,65.9774380185169
0.0,98.14876418182457,132.08263737474132
0.0,147.1890559888723,198.07807943147665
0.0,97.22215160194516,130.8356585218201
0.0,145.98850492178985,196.4624508235652
0.0,195.31135574892718,262.838143624144
0.0,539.4409640030761,725.9468402628505
0.0,443.5287346579734,596.8739954441057
0.0,539.5094216984357,726.0389664656313
0.0,738.2344910660141,993.4710782538392
0.0,1032.3194847479735,1389.2327763419387
0.0,684.7560168302716,921.5030002172329
0.0,880.1462126905889,1184.4472420681873
0.0,1078.1131994041848,1450.8591723276645
0.0,1370.6572079480613,1844.5471063404852
0.0,1175.7527522118198,1582.256544005534
0.0,1519.999876222516,2045.5233862020295
0.0,1178.052267152836,1585.3510913554055
0.0,1229.0506816380002,1653.981655818265
0.0,1031.0964457962732,1387.586884906634
0.0,1177.7927495296656,1585.0018483221456
0.0,832.3501595319389,1120.126220709195
0.0,1665.0221223417043,2240.685504697439
0.0,1373.7552381413814,1848.716246950776
0.0,1225.9435323111848,1649.8002432327469
0.0,1470.916034853963,1979.4693377941285
0.0,1521.8818958233192,2048.056093715336
0.0,1520.2066790368342,2045.8016888516795
0.0,1767.9132413231716,2379.150114728944
0.0,1469.0793556983556,1976.997646694336
0.0,1914.9709904761562,2577.051489406836
0.0,2109.0439269082967,2838.223043635784
0.0,2013.758920527944,2709.9942773349585
0.0,1915.2281407101298,2577.397546551701
0.0,1620.5045707908505,2180.77649140197
0.0,1767.9494466348938,2379.198837635433
0.0,2017.2293411822345,2714.664558378633
0.0,1914.6787038701623,2576.65814786952
0.0,1717.136328069173,2310.817633151162
0.0,1375.709896553068,1851.3467073578372
0.0,1521.9299927180987,2048.120819591051
0.0,1375.2984418324208,1850.79299661969
44.38721240361453,1129.403729091694,1564.2700600668488
44.60360420022951,1468.9220268289257,2021.3895272709144
89.10842400899136,1367.848732126401,1929.8760544017111
89.46788353667559,1424.8113588957322,2006.8923525376551
88.84983041706595,1523.0600461404035,2138.4914071733915
89.61145813779943,1619.6267434752021,2269.206622928304
88.7378367950276,1522.5189203862833,2137.651199423021
88.81780233507146,1818.1290246162262,2535.545264068588
88.77037196577322,1815.498875441569,2531.958338907138
133.17243851509798,2012.99540706985,2842.1392258754568
177.98649336541413,2352.860947417734,3344.3236541191554
221.65563725681028,2356.785664922928,3393.274444125589
399.5974981948743,2502.3399496161296,3767.094408713096
443.8553000846608,2745.479326155955,4138.554395681208
488.1106194968248,2549.6163457573957,3919.229228565865
354.9358659402056,2402.1293257883103,3587.57541377553
621.9941022306009,2402.53800411869,3855.183624506912
708.9640279839654,2256.2130625760437,3745.238343494621
843.300561103605,2013.3397561081374,3552.730752456196
1287.1446639563967,1814.099656562711,3728.449647231847
1330.217994225535,1620.1680027099721,3510.5415527745126
1463.1553418330818,1519.250567185751,3507.6703535068154
1559.077147186087,1080.7528257101424,3013.488568052803
1820.6368571355797,884.6717223171327,3011.174254815215
