Home_Load,Work_Load,Total_Load
0.0,66.1184763900034,66.1184763900034
0.0,65.98280081919083,65.98280081919083
0.0,66.45838522376285,66.45838522376285
0.0,66.65436677289891,66.65436677289891
0.0,65.64450513932137,65.64450513932137
0.0,66.40721290715368,66.40721290715368
0.0,66.31089108870863,66.31089108870863
0.0,0.0,0.0
0.0,0.0,0.0
0.0,64.79751079558964,64.79751079558964
0.0,196.7152663978382,196.7152663978382
0.0,198.19070432845638,198.19070432845638
0.0,65.9774380185169,65.9774380185169
0.0,132.08263737474132,132.08263737474132
0.0,198.07807943147665,198.07807943147665
0.0,130.8356585218201,130.8356585218201
0.0,196.46245082356518,196.46245082356518
0.0,262.838143624144,262.838143624144
0.0,725.9468402628505,725.9468402628505
0.0,596.8739954441057,596.8739954441057
0.0,726.0389664656313,726.0389664656313
0.0,993.4710782538392,993.4710782538392
0.0,1389.2327763419387,1389.2327763419387
0.0,921.5030002172327,921.5030002172327
0.0,1184.4472420681873,1184.4472420681873
0.0,1450.8591723276643,1450.8591723276643
0.0,1844.5471063404855,1844.5471063404855
0.0,1582.2565440055341,1582.2565440055341
0.0,2045.5233862020298,2045.5233862020298
0.0,1585.3510913554057,1585.3510913554057
0.0,1653.981655818265,1653.981655818265
0.0,1387.586884906634,1387.586884906634
0.0,1585.0018483221456,1585.0018483221456
0.0,1120.126220709195,1120.126220709195
0.0,2240.685504697439,2240.685504697439
0.0,1848.7162469507757,1848.7162469507757
0.0,1649.8002432327469,1649.8002432327469
0.0,1979.4693377941285,1979.4693377941285
0.0,2048.056093715336,2048.056093715336
0.0,2045.8016888516793,2045.8016888516793
0.0,2379.150114728944,2379.150114728944
0.0,1976.9976466943356,1976.9976466943356
0.0,2577.0514894068356,2577.0514894068356
0.0,2838.2230436357836,2838.2230436357836
0.0,2709.9942773349585,2709.9942773349585
0.0,2577.397546551701,2577.397546551701
0.0,2180.77649140197,2180.77649140197
0.0,2379.198837635433,2379.198837635433
0.0,2714.664558378633,2714.664558378633
0.0,2576.6581478695193,2576.6581478695193
0.0,2310.817633151162,2310.817633151162
0.0,1851.3467073578374,1851.3467073578374
0.0,2048.120819591051,2048.120819591051
0.0,1850.79299661969,1850.79299661969
44.387212403614534,1519.8828476632343,1564.2700600668488
44.60360420022951,1976.7859230706852,2021.3895272709146
89.10842400899136,1840.7676303927199,1929.8760544017111
89.46788353667559,1917.4244690009796,2006.8923525376551
88.84983041706595,2049.641576756326,2138.4914071733915
89.61145813779943,2179.5951647905044,2269.2066229283037
88.7378367950276,2048.913362627993,2137.651199423021
88.81780233507146,2446.7274617335165,2535.545264068588
88.77037196577322,2443.1879669413647,2531.958338907138
133.17243851509798,2708.966787360359,2842.1392258754568
177.98649336541413,3166.3371607537415,3344.3236541191554
221.65563725681028,3171.6188068687793,3393.2744441255895
399.5974981948743,3367.4969105182213,3767.0944087130956
443.8553000846608,3694.6990955965475,4138.554395681208
488.1106194968248,3431.1186090690403,3919.229228565865
354.9358659402056,3232.6395478353243,3587.57541377553
621.9941022306009,3233.189522276311,3855.1836245069117
708.9640279839654,3036.274315510655,3745.2383434946205
843.300561103605,2709.4301913525906,3552.7307524561957
1287.1446639563967,2441.30498327545,3728.449647231847
1330.217994225535,2180.3235585489774,3510.5415527745126
1463.1553418330818,2044.5150116737336,3507.6703535068154
1559.077147186087,1454.411420866716,3013.488568052803
1820.6368571355795,1190.537397679636,3011.174254815215
2668.161919135594,1059.3825695776363,3727.5444887132303
3107.4512606824055,927.1852227966505,4034.636483479056
3019.6791981265624,726.0030388744066,3745.682237000969
3463.631338788786,792.2006095829901,4255.831948371776
3867.7006199006564,792.5518829044765,4660.252502805133
4576.5867022021575,793.9079499150026,5370.4946521171605
4885.378887356029,726.6500751101721,5612.028962466201
5457.598729417544,659.300911458768,6116.899640876312
6603.851527017098,593.7989867645322,7197.65051378163
6610.168324192391,330.1386968024031,6940.307020994795
7055.312398473271,262.6642551472662,7317.976653620537
7055.793821891184,198.31317444771787,7254.106996338902
8130.662083097589,131.92859246429757,8262.590675561887
8441.856806556882,0.0,8441.856806556882
8880.76247239695,0.0,8880.76247239695
8928.752407358406,0.0,8928.752407358406
8880.57502291986,0.0,8880.57502291986
9012.936361437869,0.0,9012.936361437869
9727.4660726612,0.0,9727.4660726612
9676.258319436309,0.0,9676.258319436309
10080.198895175525,0.0,10080.198895175525
10571.932993089038,0.0,10571.932993089038
10652.296692203538,0.0,10652.296692203538
10789.510667560575,0.0,10789.510667560575
10708.326091198907,0.0,10708.326091198907
10650.63782359421,0.0,10650.63782359421
10252.94027830093,0.0,10252.94027830093
11551.502594985986,0.0,11551.502594985986
11318.754377022926,0.0,11318.754377022926
11581.638663565156,0.0,11581.638663565156
11578.07531739505,0.0,11578.07531739505
11275.77197967814,0.0,11275.77197967814
10836.552634512464,0.0,10836.552634512464
10611.39799456768,0.0,10611.39799456768
10122.602588539354,0.0,10122.602588539354
9591.17345104248,0.0,9591.17345104248
9637.387491635429,0.0,9637.387491635429
8973.990315212961,0.0,8973.990315212961
8222.17690854536,0.0,8222.17690854536
7774.321639406165,0.0,7774.321639406165
7418.894951736769,0.0,7418.894951736769
6923.994831669405,0.0,6923.994831669405
6703.6714693690465,0.0,6703.6714693690465
6475.561695997475,0.0,6475.561695997475
6164.529609104769,0.0,6164.529609104769
5586.218334494038,0.0,5586.218334494038
4562.780123060729,0.0,4562.780123060729
3993.277876957325,0.0,3993.277876957325
3462.813173586673,0.0,3462.813173586673
2931.5943750530732,0.0,2931.5943750530732
